# Constructed from biom file
#OTU ID	s140.assembled.fastq	s12.assembled.fastq	s14.assembled.fastq	s139.assembled.fastq	s13.assembled.fastq	s11.assembled.fastq	s10.assembled.fastq	s9.assembled.fastq	s16.assembled.fastq	s138.assembled.fastq	s15.assembled.fastq	s5.assembled.fastq	s7.assembled.fastq	s8.assembled.fastq	s6.assembled.fastq	s137.assembled.fastq	taxonomy
OTU80803952879341	2.0	0.0	0.0	6.0	0.0	0.0	11.0	13.0	3.0	13.0	7.0	9.0	9.0	17.0	4.0	24.0	Unassigned
OTU722231180569	6.0	0.0	3.0	18.0	5.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__
OTU20848177651730	1.0	1.0	1.0	3.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	3.0	0.0	0.0	6.0	1.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
OTU25905862970312	6.0	7.0	21.0	18.0	25.0	10.0	0.0	1.0	5.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae
OTU53083295979838	2.0	12.0	6.0	7.0	3.0	7.0	1.0	1.0	4.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Prochlorococcus; s__
OTU13521648506934	6.0	2.0	35.0	18.0	17.0	0.0	116.0	232.0	2.0	87.0	3.0	114.0	82.0	261.0	258.0	172.0	k__Bacteria; p__OP8; c__OP8_1; o__; f__; g__; s__
OTU26992420258262	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
OTU2183135468862	3.0	1.0	2.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	0.0	3.0	3.0	0.0	1.0	k__Bacteria; p__LCP-89; c__SAW1_B44; o__; f__; g__; s__
OTU80822050060661	0.0	0.0	4.0	2.0	0.0	0.0	9.0	3.0	0.0	3.0	0.0	3.0	3.0	3.0	2.0	3.0	Unassigned
OTU46893197144706	9.0	20.0	2.0	21.0	2.0	7.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	4.0	4.0	4.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__
OTU3079170962005	0.0	0.0	2.0	0.0	0.0	0.0	1.0	10.0	0.0	8.0	2.0	2.0	3.0	9.0	11.0	2.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU58362265406612	1.0	3.0	4.0	8.0	4.0	2.0	0.0	1.0	4.0	0.0	7.0	1.0	0.0	0.0	1.0	3.0	k__Bacteria; p__[Caldithrix]; c__KSB1; o__MSB-5B5; f__; g__; s__
OTU3246284068440	2.0	0.0	3.0	1.0	0.0	1.0	4.0	2.0	0.0	1.0	0.0	2.0	1.0	3.0	1.0	4.0	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
OTU54368295588529	0.0	4.0	0.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Caldithrix; c__Caldithrixae; o__Caldithrixales; f__Caldithrixaceae; g__LCP-26; s__
OTU76169338579935	1.0	5.0	2.0	7.0	1.0	2.0	0.0	0.0	7.0	9.0	3.0	3.0	2.0	2.0	0.0	5.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU93131820091469	38.0	1.0	141.0	112.0	91.0	2.0	126.0	186.0	48.0	90.0	41.0	67.0	76.0	184.0	143.0	147.0	k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__
OTU29620966052316	25.0	0.0	10.0	64.0	5.0	0.0	0.0	0.0	22.0	1.0	5.0	0.0	0.0	1.0	1.0	2.0	Unassigned
OTU3080414016361	1.0	21.0	6.0	0.0	1.0	2.0	48.0	75.0	1.0	95.0	13.0	37.0	42.0	100.0	95.0	184.0	k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__; s__
OTU53350493389816	0.0	0.0	14.0	0.0	7.0	0.0	15.0	26.0	2.0	12.0	2.0	18.0	8.0	23.0	43.0	14.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__; f__; g__; s__
OTU58608988081913	6.0	0.0	8.0	5.0	8.0	0.0	19.0	49.0	3.0	23.0	3.0	26.0	17.0	28.0	52.0	48.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU89513410623485	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	1.0	4.0	1.0	3.0	3.0	3.0	2.0	10.0	Unassigned
OTU26772051874812	3.0	0.0	5.0	2.0	3.0	0.0	57.0	74.0	0.0	18.0	1.0	6.0	7.0	27.0	24.0	24.0	k__Bacteria; p__AC1; c__HDBW-WB69; o__; f__; g__; s__
OTU62120183236704	5.0	0.0	11.0	16.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU1383006197957	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	1.0	3.0	1.0	1.0	0.0	3.0	2.0	2.0	k__Bacteria; p__GN04; c__MSB-5A5; o__; f__; g__; s__
OTU220822374953	5.0	30.0	1.0	11.0	7.0	22.0	0.0	2.0	20.0	2.0	14.0	1.0	2.0	2.0	2.0	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales
OTU64514677640100	2.0	0.0	0.0	3.0	0.0	0.0	3.0	4.0	1.0	1.0	1.0	4.0	1.0	5.0	2.0	2.0	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
OTU96134355285049	9.0	2.0	8.0	18.0	5.0	2.0	0.0	0.0	5.0	2.0	5.0	4.0	0.0	1.0	0.0	3.0	k__Bacteria; p__[Caldithrix]; c__KSB1; o__; f__; g__; s__
OTU95622876179250	6.0	2.0	3.0	23.0	6.0	0.0	1.0	3.0	26.0	3.0	16.0	3.0	7.0	3.0	6.0	7.0	k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Ucp1540; f__; g__; s__
OTU18918374054084	0.0	0.0	3.0	1.0	3.0	0.0	7.0	3.0	2.0	2.0	0.0	2.0	2.0	5.0	8.0	6.0	k__Bacteria; p__GN04; c__MSB-5A5; o__; f__; g__; s__
OTU73991426143902	10.0	5.0	7.0	9.0	2.0	3.0	4.0	8.0	9.0	4.0	5.0	5.0	4.0	16.0	9.0	16.0	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__; s__
OTU16603792342469	17.0	7.0	24.0	34.0	10.0	8.0	9.0	8.0	16.0	4.0	14.0	5.0	5.0	19.0	4.0	8.0	Unassigned
OTU48265758962045	5.0	1.0	5.0	13.0	6.0	0.0	5.0	16.0	8.0	9.0	5.0	11.0	5.0	8.0	23.0	5.0	k__Bacteria; p__Spirochaetes; c__[Brachyspirae]; o__[Brachyspirales]; f__A0-023; g__; s__
OTU21777419193953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	2.0	4.0	k__Bacteria; p__GN04; c__; o__; f__; g__; s__
OTU97676625375529	5.0	0.0	11.0	10.0	9.0	0.0	24.0	69.0	4.0	13.0	7.0	15.0	7.0	30.0	33.0	30.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__GIF9; f__; g__; s__
OTU18179361108945	27.0	15.0	12.0	50.0	15.0	28.0	17.0	19.0	45.0	22.0	37.0	22.0	13.0	21.0	20.0	45.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU85438506568896	17.0	4.0	30.0	30.0	12.0	3.0	2.0	1.0	11.0	7.0	3.0	6.0	1.0	5.0	4.0	10.0	k__Bacteria; p__GN04; c__GN15; o__; f__; g__; s__
OTU66962340443519	1.0	2.0	10.0	1.0	13.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU19708525943906	1.0	0.0	2.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	5.0	0.0	1.0	5.0	1.0	2.0	k__Bacteria; p__KSB3; c__MAT-CR-H3-D11; o__; f__; g__; s__
OTU69975315864345	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	1.0	0.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
OTU53981283948151	0.0	0.0	1.0	4.0	1.0	0.0	3.0	2.0	2.0	0.0	0.0	1.0	2.0	0.0	5.0	1.0	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU18132891792586	1.0	1.0	1.0	5.0	2.0	0.0	4.0	0.0	1.0	3.0	0.0	3.0	0.0	5.0	1.0	0.0	k__Bacteria; p__CD12; c__; o__; f__; g__; s__
OTU81719602055215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	8.0	2.0	3.0	Unassigned
OTU53662746951004	8.0	9.0	22.0	33.0	16.0	4.0	4.0	9.0	32.0	4.0	18.0	12.0	6.0	8.0	13.0	14.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__
OTU489875618757	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	1.0	4.0	3.0	2.0	k__Bacteria; p__WS3; c__PRR-12; o__; f__; g__; s__
OTU37991329128897	1.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	3.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU47366745478986	2.0	2.0	4.0	9.0	1.0	4.0	4.0	1.0	9.0	0.0	4.0	3.0	4.0	0.0	1.0	6.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU84014518856674	6.0	12.0	8.0	6.0	3.0	8.0	0.0	1.0	5.0	0.0	1.0	0.0	1.0	3.0	1.0	1.0	k__Bacteria; p__SAR406; c__AB16; o__SSW63Au; f__SHAS460; g__; s__
OTU47459450326760	1.0	4.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU17037303639925	14.0	24.0	17.0	59.0	19.0	10.0	10.0	3.0	49.0	7.0	25.0	4.0	2.0	3.0	11.0	1.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__MSB-4E2; g__; s__
OTU27612192429443	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	4.0	3.0	4.0	2.0	2.0	Unassigned
OTU35922633503923	3.0	0.0	3.0	1.0	7.0	0.0	17.0	19.0	5.0	10.0	9.0	12.0	6.0	23.0	4.0	11.0	Unassigned
OTU81819028840414	1.0	6.0	1.0	0.0	1.0	5.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	6.0	1.0	k__Bacteria; p__Actinobacteria; c__OPB41; o__; f__; g__; s__
OTU9757438333684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	Unassigned
OTU46095298971916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	2.0	4.0	1.0	3.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU82945573395288	0.0	0.0	0.0	0.0	0.0	0.0	10.0	19.0	0.0	11.0	0.0	1.0	2.0	5.0	13.0	14.0	Unassigned
OTU18385588919116	9.0	21.0	8.0	27.0	13.0	12.0	0.0	1.0	6.0	9.0	2.0	9.0	3.0	9.0	7.0	13.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__VC21_Bac22; g__; s__
OTU41076257571372	0.0	2.0	0.0	1.0	0.0	0.0	13.0	23.0	0.0	7.0	3.0	11.0	10.0	14.0	14.0	12.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU58059697700978	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	1.0	3.0	3.0	2.0	11.0	Unassigned
OTU77973451493910	6.0	9.0	7.0	2.0	6.0	2.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	3.0	1.0	0.0	k__Bacteria; p__Caldithrix; c__Caldithrixae; o__Caldithrixales; f__Caldithrixaceae; g__; s__
OTU35201894617705	2.0	1.0	3.0	2.0	1.0	1.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	k__Archaea; p__Crenarchaeota; c__MHVG; o__; f__; g__; s__
OTU17102386212586	0.0	5.0	1.0	1.0	0.0	3.0	0.0	1.0	8.0	7.0	4.0	11.0	0.0	3.0	8.0	9.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU82837736521091	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__
OTU6253829834890	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	1.0	0.0	3.0	1.0	2.0	2.0	9.0	k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__
OTU5759101085449	3.0	2.0	0.0	2.0	1.0	1.0	2.0	1.0	7.0	2.0	4.0	10.0	4.0	3.0	0.0	8.0	k__Bacteria; p__Caldithrix; c__Caldithrixae; o__Caldithrixales; f__Caldithrixaceae; g__LCP-26; s__
OTU99183259857482	0.0	0.0	1.0	1.0	0.0	0.0	3.0	4.0	2.0	3.0	0.0	1.0	1.0	10.0	1.0	2.0	Unassigned
OTU38644144936479	13.0	0.0	3.0	20.0	1.0	1.0	5.0	8.0	8.0	2.0	1.0	2.0	1.0	1.0	4.0	1.0	Unassigned
OTU8769568336008	6.0	14.0	10.0	6.0	9.0	16.0	0.0	0.0	16.0	0.0	11.0	0.0	0.0	0.0	0.0	2.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__OPB11; f__; g__; s__
OTU21386162640259	0.0	2.0	6.0	5.0	3.0	3.0	5.0	3.0	6.0	1.0	2.0	3.0	2.0	6.0	7.0	5.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU47235514510780	1.0	5.0	1.0	6.0	3.0	12.0	2.0	5.0	3.0	2.0	2.0	0.0	2.0	2.0	4.0	5.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__
OTU59160086388475	10.0	0.0	1.0	24.0	3.0	5.0	4.0	4.0	3.0	0.0	2.0	2.0	2.0	1.0	3.0	5.0	Unassigned
OTU3066661205345	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	1.0	0.0	4.0	1.0	16.0	0.0	7.0	Unassigned
OTU27062107856047	4.0	1.0	1.0	6.0	2.0	1.0	0.0	0.0	10.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU53842657146286	2.0	15.0	5.0	16.0	5.0	5.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
OTU57414147330326	1.0	0.0	7.0	1.0	3.0	0.0	6.0	15.0	0.0	1.0	1.0	1.0	2.0	7.0	7.0	7.0	k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__
OTU72199997695495	2.0	3.0	3.0	6.0	4.0	7.0	0.0	1.0	7.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Acidobacteria; c__OS-K; o__; f__; g__; s__
OTU98097253577462	7.0	0.0	23.0	15.0	26.0	0.0	22.0	47.0	11.0	17.0	5.0	18.0	14.0	41.0	30.0	26.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU50035989810557	0.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	3.0	0.0	2.0	1.0	1.0	2.0	4.0	Unassigned
OTU23038337441340	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	1.0	0.0	6.0	6.0	10.0	2.0	11.0	Unassigned
OTU81227140208891	0.0	0.0	2.0	3.0	2.0	0.0	14.0	13.0	1.0	11.0	0.0	14.0	4.0	19.0	13.0	12.0	Unassigned
OTU94891127286731	1.0	0.0	0.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	3.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU51157396146507	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	k__Bacteria; p__OP3; c__BD4-9; o__; f__; g__; s__
OTU85887734630776	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__
OTU17295717186694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	Unassigned
OTU11404246255407	2.0	1.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU98846624202657	4.0	2.0	6.0	23.0	5.0	2.0	9.0	11.0	9.0	3.0	7.0	5.0	4.0	5.0	8.0	6.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU84978323433160	2.0	1.0	11.0	7.0	10.0	0.0	9.0	21.0	9.0	8.0	8.0	2.0	4.0	8.0	13.0	10.0	k__Bacteria; p__WS3; c__PRR-12; o__LD1-PA13; f__; g__; s__
OTU83159750006409	0.0	0.0	0.0	0.0	0.0	0.0	11.0	22.0	0.0	7.0	0.0	0.0	1.0	13.0	9.0	9.0	Unassigned
OTU49954220742779	5.0	32.0	13.0	21.0	16.0	19.0	3.0	7.0	14.0	10.0	5.0	4.0	4.0	18.0	6.0	7.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__koll13; g__; s__
OTU6443918826134	2.0	1.0	5.0	7.0	2.0	1.0	7.0	11.0	12.0	1.0	5.0	6.0	5.0	2.0	7.0	8.0	Unassigned
OTU98475728405865	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	2.0	0.0	1.0	0.0	2.0	20.0	3.0	k__Archaea; p__Euryarchaeota; c__DSEG; o__ArcA07; f__; g__; s__
OTU81195819961723	5.0	15.0	10.0	24.0	10.0	7.0	0.0	1.0	5.0	3.0	0.0	6.0	1.0	4.0	0.0	3.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__
OTU54581618866559	6.0	0.0	4.0	29.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	29.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__
OTU58916595312424	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	4.0	0.0	2.0	1.0	2.0	2.0	2.0	k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
OTU50830518781906	2.0	0.0	0.0	0.0	0.0	0.0	12.0	6.0	0.0	3.0	0.0	1.0	2.0	7.0	3.0	7.0	Unassigned
OTU98403387146227	2.0	2.0	0.0	6.0	0.0	1.0	1.0	3.0	1.0	3.0	2.0	2.0	1.0	0.0	0.0	1.0	k__Bacteria; p__Elusimicrobia; c__OP2; o__; f__; g__; s__
OTU14158275235240	4.0	1.0	0.0	13.0	0.0	2.0	4.0	2.0	10.0	3.0	1.0	4.0	0.0	5.0	4.0	4.0	k__Bacteria; p__GN04; c__GN15; o__; f__; g__; s__
OTU17488585701735	4.0	1.0	4.0	3.0	7.0	1.0	13.0	15.0	7.0	11.0	5.0	9.0	4.0	11.0	5.0	19.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
OTU55500849038768	0.0	0.0	3.0	0.0	2.0	0.0	15.0	14.0	1.0	3.0	1.0	9.0	6.0	12.0	10.0	0.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SHA-20; f__; g__; s__
OTU67665563790423	6.0	2.0	4.0	9.0	2.0	2.0	0.0	9.0	16.0	1.0	11.0	5.0	1.0	0.0	1.0	1.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__; g__; s__
OTU72566872687747	21.0	48.0	32.0	47.0	37.0	33.0	0.0	0.0	15.0	2.0	1.0	5.0	2.0	5.0	0.0	1.0	k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__
OTU48851458248706	2.0	0.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	4.0	5.0	5.0	4.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU85466458534430	14.0	51.0	28.0	29.0	42.0	34.0	4.0	13.0	58.0	6.0	48.0	13.0	3.0	14.0	10.0	7.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__
OTU5603486292287	0.0	1.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1; g__; s__
OTU4870858198087	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	3.0	1.0	1.0	Unassigned
OTU64851190515018	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	4.0	1.0	0.0	3.0	1.0	3.0	0.0	k__Bacteria; p__CD12; c__; o__; f__; g__; s__
OTU44066267369776	0.0	0.0	1.0	2.0	2.0	1.0	2.0	5.0	2.0	0.0	0.0	2.0	0.0	1.0	1.0	4.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU78507363332003	5.0	6.0	5.0	13.0	4.0	0.0	3.0	5.0	9.0	2.0	9.0	1.0	3.0	7.0	2.0	5.0	k__Bacteria; p__Gemmatimonadetes; c__JL-ETNP-Z39; o__; f__; g__; s__
OTU26452539054313	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	2.0	0.0	3.0	1.0	2.0	4.0	10.0	Unassigned
OTU94476142561058	11.0	2.0	9.0	16.0	10.0	2.0	10.0	9.0	15.0	10.0	18.0	14.0	6.0	18.0	15.0	17.0	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__; s__
OTU76283909909371	21.0	55.0	50.0	53.0	61.0	40.0	19.0	20.0	39.0	33.0	23.0	15.0	15.0	49.0	20.0	40.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
OTU4699377816507	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__AC1; c__HDBW-WB69; o__; f__; g__; s__
OTU79104542850111	0.0	0.0	7.0	2.0	12.0	0.0	8.0	17.0	0.0	7.0	1.0	11.0	3.0	3.0	10.0	6.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU80697775112983	6.0	20.0	6.0	4.0	5.0	30.0	0.0	0.0	7.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU4021082066165	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	k__Bacteria; p__WS3; c__PRR-12; o__PBS-III-9; f__; g__; s__
OTU71923269272808	0.0	0.0	0.0	0.0	0.0	0.0	27.0	48.0	0.0	12.0	0.0	12.0	17.0	39.0	26.0	34.0	Unassigned
OTU54670125912537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	5.0	2.0	3.0	Unassigned
OTU89499214831553	1.0	0.0	0.0	5.0	1.0	0.0	6.0	1.0	3.0	2.0	2.0	2.0	8.0	5.0	7.0	8.0	Unassigned
OTU11617164104985	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	4.0	3.0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
OTU37915962998426	4.0	7.0	4.0	3.0	2.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	1.0	0.0	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU10457085572560	1.0	4.0	2.0	6.0	4.0	3.0	3.0	2.0	10.0	2.0	2.0	1.0	0.0	0.0	0.0	4.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__CCM11a; f__; g__; s__
OTU67373923026895	0.0	0.0	0.0	2.0	0.0	0.0	1.0	5.0	0.0	5.0	1.0	2.0	3.0	1.0	4.0	7.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
OTU10501778609054	1.0	2.0	0.0	8.0	0.0	2.0	2.0	3.0	5.0	4.0	2.0	1.0	1.0	3.0	3.0	4.0	k__Bacteria; p__Planctomycetes; c__ODP123; o__T8-B82; f__; g__; s__
OTU21489399273626	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	4.0	5.0	2.0	0.0	0.0	2.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU63966124267801	2.0	1.0	1.0	8.0	1.0	4.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__AC1; c__SHA-114; o__; f__; g__; s__
OTU64337068783825	38.0	14.0	14.0	65.0	27.0	12.0	5.0	10.0	57.0	6.0	66.0	4.0	3.0	8.0	7.0	5.0	Unassigned
OTU74730501797956	4.0	1.0	14.0	13.0	10.0	1.0	21.0	40.0	11.0	22.0	6.0	20.0	20.0	38.0	34.0	55.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
